id,title,category,location,hidden,start_time,end_time,cost,capacity,created_at,updated_at,organizer_id,available_places
1349,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,7,2018-12-07 21:43:34.227447,2018-12-07 21:43:34.227447,1,7
1350,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,8,2018-12-07 21:43:34.313444,2018-12-07 21:43:34.313444,1,8
1351,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,38,2018-12-07 21:43:34.399486,2018-12-07 21:43:34.399486,1,38
1352,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,45,2018-12-07 21:43:34.485445,2018-12-07 21:43:34.485445,1,45
1353,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,5,2018-12-07 21:43:34.572486,2018-12-07 21:43:34.572486,1,5
1354,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,48,2018-12-07 21:43:34.656561,2018-12-07 21:43:34.656561,1,48
1355,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,10,2018-12-07 21:43:34.742521,2018-12-07 21:43:34.742521,1,10
1356,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,33,2018-12-07 21:43:34.826561,2018-12-07 21:43:34.826561,1,33
1357,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,7,2018-12-07 21:43:34.909520,2018-12-07 21:43:34.909520,1,7
1358,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,9,2018-12-07 21:43:34.997521,2018-12-07 21:43:34.997521,1,9
1359,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,43,2018-12-07 21:43:35.084563,2018-12-07 21:43:35.084563,1,43
1360,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,42,2018-12-07 21:43:35.171521,2018-12-07 21:43:35.171521,1,42
1361,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,9,2018-12-07 21:43:35.259387,2018-12-07 21:43:35.259387,1,9
1362,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,41,2018-12-07 21:43:35.341426,2018-12-07 21:43:35.341426,1,41
1363,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,5,2018-12-07 21:43:35.424385,2018-12-07 21:43:35.424385,1,5
1364,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,48,2018-12-07 21:43:35.517478,2018-12-07 21:43:35.517478,1,48
1365,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,26,2018-12-07 21:43:35.600521,2018-12-07 21:43:35.600521,1,26
1366,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,40,2018-12-07 21:43:35.686492,2018-12-07 21:43:35.686492,1,40
1367,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,47,2018-12-07 21:43:35.771533,2018-12-07 21:43:35.771533,1,47
1368,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,32,2018-12-07 21:43:35.866573,2018-12-07 21:43:35.866573,1,32
1369,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,3,2018-12-07 21:43:35.952530,2018-12-07 21:43:35.952530,1,3
1370,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,50,2018-12-07 21:43:36.037712,2018-12-07 21:43:36.037712,1,50
1371,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,5,2018-12-07 21:43:36.119876,2018-12-07 21:43:36.119876,1,5
1372,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,33,2018-12-07 21:43:36.203834,2018-12-07 21:43:36.203834,1,33
1373,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,20,2018-12-07 21:43:36.294858,2018-12-07 21:43:36.294858,1,20
1374,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,40,2018-12-07 21:43:36.379407,2018-12-07 21:43:36.379407,1,40
1375,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,16,2018-12-07 21:43:36.460450,2018-12-07 21:43:36.460450,1,16
1376,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,18,2018-12-07 21:43:36.547407,2018-12-07 21:43:36.547407,1,18
1377,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,12,2018-12-07 21:43:36.629408,2018-12-07 21:43:36.629408,1,12
1378,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,49,2018-12-07 21:43:36.723469,2018-12-07 21:43:36.723469,1,49
1379,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,4,2018-12-07 21:43:36.812605,2018-12-07 21:43:36.812605,1,4
1380,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,14,2018-12-07 21:43:36.897639,2018-12-07 21:43:36.897639,1,14
1381,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,4,2018-12-07 21:43:36.979712,2018-12-07 21:43:36.979712,1,4
1382,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,31,2018-12-07 21:43:37.066686,2018-12-07 21:43:37.066686,1,31
1383,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,39,2018-12-07 21:43:37.152728,2018-12-07 21:43:37.152728,1,39
1384,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,34,2018-12-07 21:43:37.236727,2018-12-07 21:43:37.236727,1,34
1385,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,9,2018-12-07 21:43:37.322176,2018-12-07 21:43:37.322176,1,9
1386,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,28,2018-12-07 21:43:37.406319,2018-12-07 21:43:37.406319,1,28
1387,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,9,2018-12-07 21:43:37.488734,2018-12-07 21:43:37.488734,1,9
1388,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,5,2018-12-07 21:43:37.572715,2018-12-07 21:43:37.572715,1,5
1389,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,5,2018-12-07 21:43:37.658674,2018-12-07 21:43:37.658674,1,5
1390,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,50,2018-12-07 21:43:37.741718,2018-12-07 21:43:37.741718,1,50
1391,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,36,2018-12-07 21:43:37.843701,2018-12-07 21:43:37.843701,1,36
1392,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,38,2018-12-07 21:43:37.927675,2018-12-07 21:43:37.927675,1,38
1393,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,25,2018-12-07 21:43:38.009688,2018-12-07 21:43:38.009688,1,25
1394,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,9,2018-12-07 21:43:38.103706,2018-12-07 21:43:38.103706,1,9
1395,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,49,2018-12-07 21:43:38.200676,2018-12-07 21:43:38.200676,1,49
1396,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,20,2018-12-07 21:43:38.291679,2018-12-07 21:43:38.291679,1,20
1397,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,9,2018-12-07 21:43:38.381673,2018-12-07 21:43:38.381673,1,9
1398,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,28,2018-12-07 21:43:38.464715,2018-12-07 21:43:38.464715,1,28
1399,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,4,2018-12-07 21:43:38.557898,2018-12-07 21:43:38.557898,1,4
1400,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,22,2018-12-07 21:43:38.642891,2018-12-07 21:43:38.642891,1,22
1401,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,4,2018-12-07 21:43:38.726893,2018-12-07 21:43:38.726893,1,4
1402,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,37,2018-12-07 21:43:38.815935,2018-12-07 21:43:38.815935,1,37
1403,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,22,2018-12-07 21:43:38.912893,2018-12-07 21:43:38.912893,1,22
1404,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,27,2018-12-07 21:43:38.993894,2018-12-07 21:43:38.993894,1,27
1405,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,14,2018-12-07 21:43:39.087911,2018-12-07 21:43:39.087911,1,14
1406,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,7,2018-12-07 21:43:39.186897,2018-12-07 21:43:39.186897,1,7
1407,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,29,2018-12-07 21:43:39.275894,2018-12-07 21:43:39.275894,1,29
1408,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,11,2018-12-07 21:43:39.367934,2018-12-07 21:43:39.367934,1,11
1409,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,12,2018-12-07 21:43:39.448893,2018-12-07 21:43:39.448893,1,12
1410,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,42,2018-12-07 21:43:39.536896,2018-12-07 21:43:39.536896,1,42
1411,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,42,2018-12-07 21:43:39.626898,2018-12-07 21:43:39.626898,1,42
1412,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,29,2018-12-07 21:43:39.709951,2018-12-07 21:43:39.709951,1,29
1413,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,43,2018-12-07 21:43:39.806934,2018-12-07 21:43:39.806934,1,43
1414,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,32,2018-12-07 21:43:39.894924,2018-12-07 21:43:39.894924,1,32
1415,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,30,2018-12-07 21:43:39.978936,2018-12-07 21:43:39.978936,1,30
1416,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,18,2018-12-07 21:43:40.069896,2018-12-07 21:43:40.069896,1,18
1417,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,13,2018-12-07 21:43:40.156918,2018-12-07 21:43:40.156918,1,13
1418,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,6,2018-12-07 21:43:40.239946,2018-12-07 21:43:40.239946,1,6
1419,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,42,2018-12-07 21:43:40.334893,2018-12-07 21:43:40.334893,1,42
1420,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,46,2018-12-07 21:43:40.419909,2018-12-07 21:43:40.419909,1,46
1421,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,33,2018-12-07 21:43:40.502907,2018-12-07 21:43:40.502907,1,33
1422,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,39,2018-12-07 21:43:40.598666,2018-12-07 21:43:40.598666,1,39
1423,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,17,2018-12-07 21:43:40.690666,2018-12-07 21:43:40.690666,1,17
1424,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,23,2018-12-07 21:43:40.772667,2018-12-07 21:43:40.772667,1,23
1425,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,13,2018-12-07 21:43:40.866667,2018-12-07 21:43:40.866667,1,13
1426,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,26,2018-12-07 21:43:40.965669,2018-12-07 21:43:40.965669,1,26
1427,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,12,2018-12-07 21:43:41.047681,2018-12-07 21:43:41.047681,1,12
1428,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,37,2018-12-07 21:43:41.139705,2018-12-07 21:43:41.139705,1,37
1429,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,27,2018-12-07 21:43:41.237663,2018-12-07 21:43:41.237663,1,27
1430,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,12,2018-12-07 21:43:41.329681,2018-12-07 21:43:41.329681,1,12
1431,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,11,2018-12-07 21:43:41.422670,2018-12-07 21:43:41.422670,1,11
1432,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,42,2018-12-07 21:43:41.507684,2018-12-07 21:43:41.507684,1,42
1433,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,30,2018-12-07 21:43:41.604934,2018-12-07 21:43:41.604934,1,30
1434,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,24,2018-12-07 21:43:41.695930,2018-12-07 21:43:41.695930,1,24
1435,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,35,2018-12-07 21:43:41.777887,2018-12-07 21:43:41.777887,1,35
1436,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,27,2018-12-07 21:43:41.869077,2018-12-07 21:43:41.869077,1,27
1437,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,16,2018-12-07 21:43:41.958035,2018-12-07 21:43:41.958035,1,16
1438,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,35,2018-12-07 21:43:42.040672,2018-12-07 21:43:42.040672,1,35
1439,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,40,2018-12-07 21:43:42.134831,2018-12-07 21:43:42.134831,1,40
1440,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,28,2018-12-07 21:43:42.233770,2018-12-07 21:43:42.233770,1,28
1441,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,9,2018-12-07 21:43:42.316791,2018-12-07 21:43:42.316791,1,9
1442,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,36,2018-12-07 21:43:42.408762,2018-12-07 21:43:42.408762,1,36
1443,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,8,2018-12-07 21:43:42.506793,2018-12-07 21:43:42.506793,1,8
1444,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,42,2018-12-07 21:43:42.592762,2018-12-07 21:43:42.592762,1,42
1445,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,46,2018-12-07 21:43:42.715766,2018-12-07 21:43:42.715766,1,46
1446,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,16,2018-12-07 21:43:42.802765,2018-12-07 21:43:42.802765,1,16
1447,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,49,2018-12-07 21:43:42.897766,2018-12-07 21:43:42.897766,1,49
1448,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,34,2018-12-07 21:43:42.981810,2018-12-07 21:43:42.981810,1,34
1449,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,35,2018-12-07 21:43:43.071812,2018-12-07 21:43:43.071812,1,35
1450,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,36,2018-12-07 21:43:43.170761,2018-12-07 21:43:43.170761,1,36
1451,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,16,2018-12-07 21:43:43.255761,2018-12-07 21:43:43.255761,1,16
1452,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,47,2018-12-07 21:43:43.351765,2018-12-07 21:43:43.351765,1,47
1453,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,46,2018-12-07 21:43:43.446328,2018-12-07 21:43:43.446328,1,46
1454,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,27,2018-12-07 21:43:43.534978,2018-12-07 21:43:43.534978,1,27
1455,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,39,2018-12-07 21:43:43.623996,2018-12-07 21:43:43.623996,1,39
1456,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,49,2018-12-07 21:43:43.707735,2018-12-07 21:43:43.707735,1,49
1457,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,26,2018-12-07 21:43:43.800715,2018-12-07 21:43:43.800715,1,26
1458,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,32,2018-12-07 21:43:43.889738,2018-12-07 21:43:43.889738,1,32
1459,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,42,2018-12-07 21:43:43.973697,2018-12-07 21:43:43.973697,1,42
1460,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,24,2018-12-07 21:43:44.065007,2018-12-07 21:43:44.065007,1,24
1461,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,20,2018-12-07 21:43:44.152025,2018-12-07 21:43:44.152025,1,20
1462,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,29,2018-12-07 21:43:44.237005,2018-12-07 21:43:44.237005,1,29
1463,?????? ?? ???????,football,0101000020E6100000AF1D311F358E5C40D40AD3F71A503640,false,2018-10-07 11:57:51.400000,2018-12-07 11:57:51.400000,6.5,7,2018-12-07 21:43:44.331009,2018-12-07 21:43:44.331009,1,7
